trial_id,start_time,end_time,label
1,1764095559.1538503,1764095561.153914,apoyo
1,1764095561.154035,1764095563.1540968,oscilacion
2,1764095565.1565819,1764095567.156644,apoyo
2,1764095567.1566684,1764095569.1567276,oscilacion
3,1764095571.1590605,1764095573.1591227,apoyo
3,1764095573.159148,1764095575.1592147,oscilacion
4,1764095577.161515,1764095579.1615767,apoyo
4,1764095579.1617064,1764095581.1617744,oscilacion
5,1764095583.1642082,1764095585.164271,apoyo
5,1764095585.1644068,1764095587.1644685,oscilacion
6,1764095589.1668828,1764095591.1669447,apoyo
6,1764095591.1670806,1764095593.1671677,oscilacion
7,1764095595.1696353,1764095597.169699,apoyo
7,1764095597.1698356,1764095599.1699002,oscilacion
8,1764095601.1722026,1764095603.1722658,apoyo
8,1764095603.1723993,1764095605.1724608,oscilacion
9,1764095607.1745436,1764095609.1746058,apoyo
9,1764095609.1746306,1764095611.1746914,oscilacion
10,1764095613.176839,1764095615.1769047,apoyo
10,1764095615.1769273,1764095617.1769888,oscilacion
