trial_id,start_time,end_time,label
1,1764948084.011487,1764948085.011552,apoyo
1,1764948085.0116653,1764948086.0117269,oscilacion
2,1764948086.0137482,1764948087.0138128,apoyo
2,1764948087.0139577,1764948088.0140185,oscilacion
3,1764948088.016093,1764948089.0161572,apoyo
3,1764948089.0162811,1764948090.0163643,oscilacion
4,1764948090.0184202,1764948091.01849,apoyo
4,1764948091.0186124,1764948092.018674,oscilacion
5,1764948092.0206075,1764948093.0206935,apoyo
5,1764948093.0208468,1764948094.0209095,oscilacion
6,1764948094.023022,1764948095.0230796,apoyo
6,1764948095.0232108,1764948096.023275,oscilacion
7,1764948096.0253375,1764948097.0254042,apoyo
7,1764948097.025528,1764948098.025592,oscilacion
8,1764948098.0275114,1764948099.0275803,apoyo
8,1764948099.0277214,1764948100.027784,oscilacion
9,1764948100.0298872,1764948101.029955,apoyo
9,1764948101.0299804,1764948102.030046,oscilacion
10,1764948102.0321925,1764948103.032262,apoyo
10,1764948103.0322871,1764948104.0323486,oscilacion
11,1764948104.0342817,1764948105.0343487,apoyo
11,1764948105.034491,1764948106.034553,oscilacion
12,1764948106.036652,1764948107.0367138,apoyo
12,1764948107.0368376,1764948108.0369003,oscilacion
13,1764948108.0391023,1764948109.0391734,apoyo
13,1764948109.0392945,1764948110.0393567,oscilacion
14,1764948110.041348,1764948111.0414112,apoyo
14,1764948111.0415516,1764948112.0416145,oscilacion
15,1764948112.0437307,1764948113.0437942,apoyo
15,1764948113.0439289,1764948114.0439906,oscilacion
16,1764948114.046075,1764948115.0461388,apoyo
16,1764948115.0462532,1764948116.0463154,oscilacion
17,1764948116.0484262,1764948117.048493,apoyo
17,1764948117.0486324,1764948118.0486937,oscilacion
18,1764948118.0507255,1764948119.0507896,apoyo
18,1764948119.0509126,1764948120.050977,oscilacion
19,1764948120.0530722,1764948121.0531378,apoyo
19,1764948121.0532873,1764948122.0533502,oscilacion
20,1764948122.0553186,1764948123.055385,apoyo
20,1764948123.0555375,1764948124.0556,oscilacion
21,1764948124.057697,1764948125.0577614,apoyo
21,1764948125.0578885,1764948126.0579863,oscilacion
22,1764948126.0600863,1764948127.0601513,apoyo
22,1764948127.0602899,1764948128.0603528,oscilacion
23,1764948128.0623333,1764948129.0623975,apoyo
23,1764948129.0625467,1764948130.0626163,oscilacion
24,1764948130.0647404,1764948131.064801,apoyo
24,1764948131.0649207,1764948132.0649803,oscilacion
25,1764948132.0670493,1764948133.0671191,apoyo
25,1764948133.067241,1764948134.0673003,oscilacion
26,1764948134.069246,1764948135.0693111,apoyo
26,1764948135.0694437,1764948136.0695071,oscilacion
27,1764948136.071732,1764948137.0717957,apoyo
27,1764948137.0718975,1764948138.0719633,oscilacion
28,1764948138.0740075,1764948139.0740688,apoyo
28,1764948139.0741634,1764948140.0742252,oscilacion
29,1764948140.0761285,1764948141.0761912,apoyo
29,1764948141.076332,1764948142.0763967,oscilacion
30,1764948142.0785813,1764948143.0786476,apoyo
30,1764948143.0787568,1764948144.0788136,oscilacion
