timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1764095557.2520251,-8388608,168176,-8388608,-71119,-8388608,96813,-8388608,3332609
1764095557.311708,-8388608,175868,-8388608,-66762,-8388608,91442,-8388608,3335238
1764095557.3118656,-8388608,173397,-8388608,-68038,-8388608,90611,-8388608,3337020
1764095557.311998,-8388608,163233,-8388608,-74746,-8388608,94963,-8388608,3337359
1764095557.3121266,-8388608,160652,-8388608,-77206,-8388608,95808,-8388608,3338068
1764095557.3122532,-8388608,165740,-8388608,-74761,-8388608,92498,-8388608,3340863
1764095557.312379,-8388608,172453,-8388608,-70739,-8388608,87668,-8388608,3343814
1764095557.31251,-8388608,169337,-8388608,-72352,-8388608,87442,-8388608,3345779
1764095557.3126488,-8388608,159041,-8388608,-78722,-8388608,91283,-8388608,3346399
1764095557.3127775,-8388608,156104,-8388608,-80985,-8388608,92443,-8388608,3347002
1764095557.3129034,-8388608,160863,-8388608,-78152,-8388608,89121,-8388608,3349113
1764095557.3130276,-8388608,167211,-8388608,-74089,-8388608,84568,-8388608,3351475
1764095557.3131526,-8388608,163984,-8388608,-75807,-8388608,84554,-8388608,3353099
1764095557.3132813,-8388608,153940,-8388608,-82126,-8388608,88626,-8388608,3353895
1764095557.313406,-8388608,151554,-8388608,-84136,-8388608,89254,-8388608,3354289
1764095557.3135293,-8388608,156565,-8388608,-81868,-8388608,86504,-8388608,3356401
1764095557.3719015,-8388608,162953,-8388608,-77961,-8388608,81778,-8388608,3359193
1764095557.3720305,-8388608,159963,-8388608,-79667,-8388608,81411,-8388608,3359857
1764095557.3721566,-8388608,149976,-8388608,-86557,-8388608,86597,-8388608,3361069
1764095557.3722813,-8388608,147666,-8388608,-89051,-8388608,88281,-8388608,3362018
1764095557.3723907,-8388608,152943,-8388608,-87015,-8388608,85744,-8388608,3364041
1764095557.3724983,-8388608,160116,-8388608,-82492,-8388608,79773,-8388608,3366764
1764095557.3726053,-8388608,157181,-8388608,-84167,-8388608,79379,-8388608,3368008
1764095557.3727136,-8388608,147639,-8388608,-90798,-8388608,84440,-8388608,3368474
1764095557.3728218,-8388608,145244,-8388608,-93237,-8388608,85998,-8388608,3369251
1764095557.3729289,-8388608,150129,-8388608,-90882,-8388608,82892,-8388608,3371600
1764095557.3730366,-8388608,155931,-8388608,-87943,-8388608,78879,-8388608,3373367
1764095557.3731449,-8388608,153019,-8388608,-89949,-8388608,78704,-8388608,3375123
1764095557.3732533,-8388608,143686,-8388608,-96612,-8388608,83373,-8388608,3376069
1764095557.3733618,-8388608,141908,-8388608,-98892,-8388608,84737,-8388608,3376828
1764095557.37347,-8388608,146746,-8388608,-96689,-8388608,81745,-8388608,3378291
1764095557.432168,-8388608,152733,-8388608,-93595,-8388608,77281,-8388608,3379664
1764095557.4322758,-8388608,149614,-8388608,-95844,-8388608,77800,-8388608,3380470
1764095557.432384,-8388608,140558,-8388608,-102244,-8388608,82879,-8388608,3380672
1764095557.4324927,-8388608,138271,-8388608,-104516,-8388608,84451,-8388608,3380633
1764095557.4326005,-8388608,144133,-8388608,-102101,-8388608,80646,-8388608,3381646
1764095557.4327085,-8388608,151426,-8388608,-98576,-8388608,76174,-8388608,3382431
1764095557.432827,-8388608,148091,-8388608,-100551,-8388608,78109,-8388608,3383421
1764095557.4329348,-8388608,140605,-8388608,-106081,-8388608,83144,-8388608,3383088
1764095557.4330425,-8388608,140578,-8388608,-107944,-8388608,83891,-8388608,3383876
1764095557.4331503,-8388608,145808,-8388608,-105112,-8388608,80822,-8388608,3385314
1764095557.4332588,-8388608,152193,-8388608,-101575,-8388608,76598,-8388608,3387773
1764095557.433367,-8388608,150511,-8388608,-102554,-8388608,76495,-8388608,3388091
1764095557.433475,-8388608,143258,-8388608,-107711,-8388608,81668,-8388608,3387780
1764095557.4335835,-8388608,142345,-8388608,-108722,-8388608,83478,-8388608,3388130
1764095557.4336917,-8388608,148059,-8388608,-105401,-8388608,80649,-8388608,3389086
1764095557.4924512,-8388608,154113,-8388608,-101723,-8388608,76635,-8388608,3391637
1764095557.4925592,-8388608,150811,-8388608,-103696,-8388608,78722,-8388608,3392522
1764095557.4926667,-8388608,143561,-8388608,-108229,-8388608,83756,-8388608,3391975
1764095557.4927738,-8388608,143918,-8388608,-108565,-8388608,84006,-8388608,3392916
1764095557.4928813,-8388608,149764,-8388608,-105494,-8388608,81016,-8388608,3394653
1764095557.4929886,-8388608,155768,-8388608,-101675,-8388608,76745,-8388608,3396746
1764095557.4930959,-8388608,153462,-8388608,-102812,-8388608,77552,-8388608,3397980
1764095557.4932032,-8388608,146709,-8388608,-107567,-8388608,83945,-8388608,3397790
1764095557.4933107,-8388608,146218,-8388608,-108836,-8388608,86309,-8388608,3399621
1764095557.493418,-8388608,152103,-8388608,-105580,-8388608,82965,-8388608,3401264
1764095557.4935255,-8388608,158613,-8388608,-101367,-8388608,78389,-8388608,3402236
1764095557.493633,-8388608,155966,-8388608,-102578,-8388608,80053,-8388608,3403218
1764095557.493741,-8388608,148558,-8388608,-107383,-8388608,86303,-8388608,3403209
1764095557.4938486,-8388608,148332,-8388608,-108025,-8388608,88366,-8388608,3403356
1764095557.4939566,-8388608,154686,-8388608,-104307,-8388608,84773,-8388608,3404670
1764095557.5518408,-8388608,161109,-8388608,-99623,-8388608,80641,-8388608,3405543
1764095557.5519488,-8388608,158776,-8388608,-100579,-8388608,82082,-8388608,3405716
1764095557.552056,-8388608,151608,-8388608,-105170,-8388608,88216,-8388608,3405733
1764095557.5521634,-8388608,151418,-8388608,-105401,-8388608,90034,-8388608,3406221
1764095557.5522814,-8388608,157307,-8388608,-101776,-8388608,87054,-8388608,3407546
1764095557.5523899,-8388608,163767,-8388608,-97332,-8388608,83354,-8388608,3408293
1764095557.552497,-8388608,161353,-8388608,-97966,-8388608,85071,-8388608,3408401
1764095557.552605,-8388608,153876,-8388608,-102340,-8388608,91481,-8388608,3408494
1764095557.5527127,-8388608,153109,-8388608,-103451,-8388608,94776,-8388608,3408358
1764095557.5528204,-8388608,159487,-8388608,-99499,-8388608,90563,-8388608,3409630
1764095557.5529284,-8388608,166109,-8388608,-94528,-8388608,85563,-8388608,3410243
1764095557.5530374,-8388608,163401,-8388608,-95387,-8388608,87653,-8388608,3409963
1764095557.5531452,-8388608,155906,-8388608,-99789,-8388608,93978,-8388608,3408702
1764095557.5532534,-8388608,155499,-8388608,-99961,-8388608,95887,-8388608,3408140
1764095557.5533612,-8388608,161611,-8388608,-95801,-8388608,92659,-8388608,3408805
1764095557.611631,-8388608,167703,-8388608,-91476,-8388608,88548,-8388608,3407963
1764095557.6117408,-8388608,164594,-8388608,-92602,-8388608,90467,-8388608,3407166
1764095557.6118486,-8388608,157209,-8388608,-96913,-8388608,96970,-8388608,3405554
1764095557.6119566,-8388608,156981,-8388608,-96965,-8388608,98911,-8388608,3404614
1764095557.6120644,-8388608,162718,-8388608,-92997,-8388608,96250,-8388608,3404253
1764095557.612175,-8388608,169074,-8388608,-88841,-8388608,92488,-8388608,3404473
1764095557.6122835,-8388608,166276,-8388608,-90167,-8388608,95063,-8388608,3404314
1764095557.6123915,-8388608,159021,-8388608,-94390,-8388608,101140,-8388608,3403517
1764095557.612499,-8388608,158680,-8388608,-94620,-8388608,103084,-8388608,3403368
1764095557.6126072,-8388608,164201,-8388608,-90993,-8388608,100452,-8388608,3402796
1764095557.6127148,-8388608,170431,-8388608,-86466,-8388608,96472,-8388608,3402597
1764095557.6128223,-8388608,168787,-8388608,-87117,-8388608,97797,-8388608,3401676
1764095557.61293,-8388608,160819,-8388608,-91882,-8388608,104298,-8388608,3400126
1764095557.613038,-8388608,159969,-8388608,-92614,-8388608,106329,-8388608,3399024
1764095557.6131475,-8388608,165781,-8388608,-88999,-8388608,103004,-8388608,3398561
1764095557.671953,-8388608,172049,-8388608,-84723,-8388608,98757,-8388608,3399110
1764095557.6720605,-8388608,169127,-8388608,-85944,-8388608,100591,-8388608,3397891
1764095557.6721752,-8388608,161611,-8388608,-90541,-8388608,106610,-8388608,3396031
1764095557.672283,-8388608,161944,-8388608,-90661,-8388608,107599,-8388608,3395035
1764095557.6723912,-8388608,168523,-8388608,-86782,-8388608,104092,-8388608,3394467
1764095557.6724985,-8388608,174639,-8388608,-83062,-8388608,100941,-8388608,3393824
1764095557.6726053,-8388608,171629,-8388608,-84637,-8388608,103667,-8388608,3391989
1764095557.6727126,-8388608,164942,-8388608,-88742,-8388608,108487,-8388608,3389203
1764095557.6728194,-8388608,165522,-8388608,-88691,-8388608,108788,-8388608,3388230
1764095557.6729286,-8388608,171555,-8388608,-85391,-8388608,106087,-8388608,3389089
1764095557.673037,-8388608,178123,-8388608,-81201,-8388608,102055,-8388608,3388454
1764095557.673145,-8388608,175499,-8388608,-82165,-8388608,103655,-8388608,3386188
1764095557.6732526,-8388608,168024,-8388608,-86772,-8388608,109464,-8388608,3383028
1764095557.6733603,-8388608,167960,-8388608,-87361,-8388608,110593,-8388608,3381648
1764095557.6734686,-8388608,174392,-8388608,-83345,-8388608,107038,-8388608,3381669
1764095557.7336648,-8388608,181373,-8388608,-79105,-8388608,103700,-8388608,3381093
1764095557.7337768,-8388608,178571,-8388608,-80651,-8388608,106178,-8388608,3378958
1764095557.7338846,-8388608,170922,-8388608,-85151,-8388608,111764,-8388608,3376380
1764095557.7339933,-8388608,171100,-8388608,-85629,-8388608,112948,-8388608,3375324
1764095557.734101,-8388608,178254,-8388608,-81716,-8388608,108651,-8388608,3374903
1764095557.7342083,-8388608,184052,-8388608,-77668,-8388608,105532,-8388608,3373344
1764095557.7343159,-8388608,180774,-8388608,-79029,-8388608,107389,-8388608,3370919
1764095557.734423,-8388608,173068,-8388608,-83401,-8388608,112230,-8388608,3368768
1764095557.734531,-8388608,172859,-8388608,-83631,-8388608,113086,-8388608,3366823
