timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,etiqueta
1759632530.982844,2885043,-1384276,-5608770,-5944610,-884207,4836708,-7275722,8388607,contraccion
1759632530.982952,2879054,-1388634,-5617524,-5951937,-890697,4831308,-7282644,8388607,contraccion
1759632530.9830592,2870336,-1396477,-5630056,-5963241,-901317,4821971,-7293630,8388607,contraccion
1759632530.9831672,2860345,-1406213,-5644766,-5976902,-914346,4810156,-7307146,8388607,contraccion
1759632530.9832754,2854371,-1410495,-5653384,-5984044,-920666,4805020,-7313807,8388607,contraccion
1759632530.9833832,2850654,-1411709,-5658590,-5987567,-923246,4803536,-7316734,8388607,contraccion
1759632530.9834907,2844646,-1416069,-5667308,-5994890,-929665,4798116,-7323672,8388607,contraccion
1759632530.9836,2836071,-1423884,-5679778,-6006141,-940162,4788753,-7334656,8388607,contraccion
1759632530.9837084,2826251,-1433526,-5694392,-6019667,-953071,4776993,-7348135,8388607,contraccion
1759632530.9838169,2820417,-1437671,-5702819,-6026676,-959271,4771889,-7354751,8388607,contraccion
1759632530.983925,2816757,-1438923,-5707942,-6030148,-961867,4770468,-7357687,8388607,contraccion
1759632530.984033,2810679,-1443462,-5716788,-6037560,-968429,4765076,-7364683,8388607,contraccion
1759632530.984141,2801939,-1451394,-5729355,-6048928,-978986,4755654,-7375705,8388607,contraccion
1759632531.0429738,2791894,-1461141,-5744090,-6062609,-991958,4743828,-7389154,8388607,contraccion
1759632531.0430822,2785874,-1465381,-5752661,-6069706,-998141,4738849,-7395720,8388607,contraccion
1759632531.0431902,2782229,-1466619,-5757820,-6073215,-1000671,4737612,-7398591,8388607,contraccion
1759632531.0432985,2776209,-1471115,-5766579,-6080577,-1007144,4732344,-7405576,8388607,contraccion
1759632531.0434072,2767436,-1479075,-5779167,-6091876,-1017721,4722949,-7416684,8388607,contraccion
1759632531.0435195,2757418,-1488831,-5793855,-6105511,-1030757,4711151,-7430224,8388607,contraccion
1759632531.0436287,2751403,-1493141,-5802488,-6112653,-1037032,4706172,-7436998,8388607,contraccion
1759632531.0437365,2747638,-1494460,-5807759,-6116136,-1039675,4704764,-7440036,8388607,contraccion
1759632531.0438447,2741599,-1498954,-5816557,-6123506,-1046314,4699462,-7447084,8388607,contraccion
1759632531.0439525,2732849,-1506921,-5829149,-6134938,-1057009,4690056,-7458221,8388607,contraccion
1759632531.0440602,2722920,-1516617,-5843737,-6148592,-1070006,4678249,-7471777,8388607,contraccion
1759632531.0441685,2716934,-1520865,-5852109,-6155612,-1076188,4673369,-7478357,8388607,contraccion
1759632531.044278,2713157,-1522144,-5857295,-6159198,-1078725,4672151,-7481361,8388607,contraccion
1759632531.0444016,2707092,-1526679,-5866121,-6166629,-1085335,4666869,-7488475,8388607,contraccion
1759632531.044515,2698239,-1534796,-5878816,-6178147,-1096141,4657408,-7499735,8388607,contraccion
1759632531.102245,2688329,-1544680,-5893532,-6191935,-1109214,4645583,-7513358,8388607,contraccion
1759632531.1023552,2682479,-1548943,-5901933,-6198990,-1115340,4640827,-7519876,8388607,contraccion
1759632531.1024632,2678783,-1550197,-5907072,-6202502,-1117861,4639684,-7522798,8388607,contraccion
1759632531.1025712,2672813,-1554619,-5915776,-6209847,-1124355,4634504,-7529791,8388607,contraccion
1759632531.102679,2664058,-1562610,-5928314,-6221289,-1135037,4625081,-7540930,8388607,contraccion
1759632531.1027868,2654013,-1572408,-5943002,-6235076,-1148131,4613302,-7554537,8388607,contraccion
1759632531.1028943,2648011,-1576680,-5951497,-6242051,-1154344,4608550,-7561112,8388607,contraccion
1759632531.1030023,2644165,-1578085,-5956794,-6245544,-1157026,4607278,-7564174,8388607,contraccion
1759632531.1031106,2638026,-1582688,-5965613,-6252974,-1163666,4601986,-7571297,8388607,contraccion
1759632531.103219,2629212,-1590707,-5978235,-6264468,-1174331,4592557,-7582513,8388607,contraccion
1759632531.1033258,2619240,-1600481,-5992919,-6278209,-1187324,4580746,-7596099,8388607,contraccion
1759632531.1034346,2613331,-1604766,-6001311,-6285072,-1193360,4576027,-7602611,8388607,contraccion
1759632531.1035426,2609479,-1606212,-6006553,-6288587,-1195954,4574786,-7605641,8388607,contraccion
1759632531.1036508,2603354,-1610838,-6015386,-6295998,-1202609,4569506,-7612742,8388607,contraccion
1759632531.1037593,2594604,-1618869,-6028037,-6307401,-1213352,4560176,-7623926,8388607,contraccion
1759632531.162167,2584703,-1628629,-6042714,-6321049,-1226371,4548432,-7637523,8388607,contraccion
1759632531.1622806,2578768,-1632831,-6051124,-6328051,-1232402,4543679,-7644022,8388607,contraccion
1759632531.1623907,2574928,-1634264,-6056378,-6331604,-1235039,4542446,-7647012,8388607,contraccion
1759632531.162504,2568781,-1638874,-6065202,-6339028,-1241649,4537179,-7654106,8388607,contraccion
1759632531.162613,2559946,-1646878,-6077758,-6350489,-1252301,4527811,-7665314,8388607,contraccion
1759632531.162721,2550008,-1656635,-6092337,-6364097,-1265247,4516149,-7678864,8388607,contraccion
1759632531.16283,2544041,-1660925,-6100681,-6371016,-1271277,4511473,-7685356,8388607,contraccion
1759632531.1629384,2540141,-1662424,-6105962,-6374683,-1274005,4510220,-7688479,8388607,contraccion
1759632531.1630466,2533894,-1667144,-6114951,-6382223,-1280702,4504891,-7695656,8388607,contraccion
1759632531.1631577,2525066,-1675274,-6127603,-6393681,-1291402,4495516,-7706924,8388607,contraccion
1759632531.163266,2515169,-1685016,-6142131,-6407345,-1304334,4483883,-7720554,8388607,contraccion
1759632531.1633751,2509264,-1689276,-6150502,-6414311,-1310374,4479226,-7727152,8388607,contraccion
1759632531.1634834,2505398,-1690801,-6155779,-6417940,-1313010,4478000,-7730286,8388607,contraccion
1759632531.163592,2499196,-1695471,-6164699,-6425451,-1319634,4472688,-7737499,8388607,contraccion
1759632531.1637006,2490476,-1703533,-6177308,-6436901,-1330307,4463328,-7748786,8388607,contraccion
1759632531.222384,2480649,-1713297,-6191896,-6450524,-1343259,4451764,-7762389,8388607,contraccion
1759632531.2224932,2474697,-1717616,-6200350,-6457458,-1349324,4447105,-7769012,8388607,contraccion
1759632531.2226012,2470838,-1719144,-6205679,-6461134,-1352019,4445780,-7772246,8388607,contraccion
1759632531.2227087,2464723,-1723867,-6214587,-6468667,-1358733,4440432,-7779512,8388607,contraccion
1759632531.2228167,2456016,-1731956,-6227199,-6480131,-1369509,4431014,-7790792,8388607,contraccion
1759632531.2229242,2446299,-1741663,-6241664,-6493689,-1382351,4419543,-7804240,8388607,contraccion
1759632531.2230322,2440478,-1745864,-6250052,-6500562,-1388388,4414970,-7810743,8388607,contraccion
1759632531.22314,2436520,-1747379,-6255417,-6504310,-1391206,4413625,-7814008,8388607,contraccion
1759632531.2232478,2430259,-1752085,-6264359,-6511936,-1397960,4408302,-7821336,8388607,contraccion
1759632531.2233555,2421397,-1760151,-6277024,-6523452,-1408724,4399002,-7832656,8388607,contraccion
1759632531.223463,2411591,-1769782,-6291452,-6536967,-1421538,4387643,-7846059,8388607,contraccion
1759632531.223571,2405608,-1774052,-6299741,-6543898,-1427583,4383011,-7852626,8388607,contraccion
1759632531.2236798,2401542,-1775740,-6305219,-6547748,-1430537,4381529,-7856049,8388607,contraccion
1759632531.223788,2395378,-1780454,-6314171,-6555311,-1437296,4376283,-7863336,8388607,contraccion
1759632531.2238965,2386676,-1788496,-6326701,-6566715,-1447909,4367108,-7874614,8388607,contraccion
1759632531.2827325,2376903,-1798076,-6340909,-6579982,-1460511,4355835,-7887884,8388607,contraccion
1759632531.2828462,2370919,-1802342,-6349226,-6586854,-1466574,4351163,-7894542,8388607,contraccion
1759632531.282956,2366698,-1804219,-6354864,-6590877,-1469719,4349380,-7898312,8388607,contraccion
1759632531.2830644,2360391,-1809085,-6363772,-6598531,-1476484,4343956,-7905736,8388607,contraccion
1759632531.2831724,2351784,-1816993,-6376150,-6609778,-1486904,4334994,-7916786,8388607,contraccion
1759632531.28328,2342259,-1826283,-6390119,-6622691,-1499058,4324244,-7929556,8388607,contraccion
1759632531.283388,2336309,-1830622,-6398574,-6629726,-1505176,4319544,-7936296,8388607,contraccion
1759632531.2834969,2331972,-1832811,-6404652,-6634323,-1508809,4317352,-7940643,8388607,contraccion
1759632531.283605,2326051,-1837436,-6413336,-6641886,-1515436,4312130,-7947946,8388607,contraccion
1759632531.283713,2210201,-1804182,-6346726,-6580446,-1453289,4374561,-7886212,8388607,contraccion
1759632531.283821,534513,-1728276,-6053325,-6303314,-1220704,4601073,-7657335,8388607,contraccion
1759632531.2839296,-220364,-1821262,-5854139,-6027749,-1160649,4620675,-7641670,8388607,contraccion
1759632531.2840393,405966,-2043904,-5749991,-5716013,-1172921,4571784,-7696629,8388607,contraccion
1759632531.2841475,405447,-2314971,-5610042,-5313583,-1094691,4642886,-7625321,8388607,contraccion
1759632531.2842555,80979,-2584554,-5424162,-4846531,-935297,4801818,-7461059,8388607,contraccion
1759632531.343089,-340814,-2788314,-5172756,-4325759,-678874,5058365,-7194382,8388607,contraccion
1759632531.3431983,632694,-2797401,-5070201,-3893013,-646512,5053604,-7212182,8388607,contraccion
1759632531.343307,1441718,-2917277,-5065649,-3480734,-731564,4940363,-7341279,8388607,contraccion
1759632531.3434153,1567657,-3060616,-4961023,-2981089,-666556,4996297,-7289026,8388607,contraccion
1759632531.3435233,1439879,-3174281,-4771550,-2436782,-482239,5178057,-7102739,8388607,contraccion
1759632531.3436315,1149270,-3233100,-4517411,-1896002,-201174,5457288,-6813071,8388607,contraccion
1759632531.3437395,1999303,-3248068,-4512081,-1544171,-243871,5365037,-6922951,8388607,contraccion
1759632531.343848,2816356,-3323479,-4562158,-1188566,-366565,5203985,-7103452,8388607,contraccion
1759632531.3439558,2937640,-3377091,-4487759,-767241,-315925,5242268,-7069489,8388607,contraccion
1759632531.3440635,2697639,-3402520,-4326994,-325483,-146393,5411060,-6895961,8388607,contraccion
1759632531.3441722,2314814,-3376834,-4102502,100880,117109,5677638,-6617208,8388607,contraccion
1759632531.3442807,3052091,-3323508,-4114649,340450,53254,5565353,-6747201,8388607,contraccion
1759632531.3443997,3702742,-3351842,-4179043,587728,-87533,5388184,-6944932,8388607,contraccion
1759632531.3445091,3652501,-3378709,-4128402,896434,-56762,5409403,-6927692,8388607,contraccion
1759632531.3446217,3270578,-3412468,-4018152,1200249,70513,5538229,-6791102,8388607,contraccion
1759632531.402424,2773543,-3420984,-3862943,1473301,274641,5744684,-6566259,8388607,contraccion
1759632531.4025333,3406511,-3414386,-3941252,1565266,147295,5566004,-6761719,8388607,contraccion
1759632531.402642,3974295,-3491440,-4073319,1667306,-56281,5322628,-7025749,8388607,contraccion
1759632531.4027512,3873712,-3554366,-4093541,1833690,-89219,5272836,-7075925,8388607,contraccion
1759632531.4028597,3521030,-3597131,-4043752,2019229,-22273,5329720,-7007814,8388607,contraccion
1759632531.402969,3093686,-3597095,-3931666,2205549,134258,5478009,-6837953,8388607,contraccion
1759632531.4030771,3702915,-3608628,-4064020,2200539,-53172,5229295,-7107805,8388607,contraccion
1759632531.4031856,4195474,-3720359,-4255451,2203579,-319331,4915800,-7448499,8388607,contraccion
1759632531.4032946,4036166,-3812906,-4315620,2296353,-394304,4820104,-7547040,8388607,contraccion
1759632531.403403,3594956,-3887547,-4275957,2436792,-333277,4871843,-7482160,8388607,contraccion
1759632531.403511,3082093,-3904329,-4155033,2595471,-161347,5035508,-7291663,8388607,contraccion
1759632531.4036198,3617610,-3899769,-4250537,2585096,-306431,4824254,-7525520,8388607,contraccion
1759632531.403729,4102179,-3938239,-4369306,2617718,-496887,4583014,-7796806,8388607,contraccion
1759632531.403838,3960549,-3941692,-4365659,2736700,-504581,4551386,-7829237,8388607,contraccion
1759632531.403947,3541061,-3922673,-4279091,2891818,-390408,4652726,-7709684,8388607,contraccion
1759632531.4621196,3033284,-3852349,-4133118,3049010,-182992,4844879,-7482662,8388607,contraccion
1759632531.4622283,3563916,-3751650,-4201154,3032907,-288956,4662726,-7689249,8388607,contraccion
1759632531.4623373,4068107,-3718542,-4308467,3041719,-454569,4438709,-7947746,8388607,contraccion
1759632531.4624455,3996212,-3665286,-4302200,3133966,-442712,4415696,-7970161,8388607,contraccion
1759632531.4625535,3648113,-3591816,-4215252,3265322,-310330,4522617,-7840697,8388607,contraccion
1759632531.462661,3227820,-3474011,-4069121,3403229,-89001,4718237,-7603239,8388607,contraccion
1759632531.4627695,3822438,-3341667,-4128398,3372589,-174537,4546691,-7799585,8388607,contraccion
1759632531.462878,4326763,-3299574,-4226119,3368131,-321600,4334333,-8048783,8388607,contraccion
1759632531.4629862,4209385,-3260108,-4222403,3442254,-307654,4310411,-8070941,8388607,contraccion
1759632531.4630942,3811879,-3206437,-4142344,3555990,-179725,4413106,-7942534,8388607,contraccion
1759632531.463206,3324243,-3105287,-4004967,3678959,33764,4603298,-7706837,8388607,contraccion
1759632531.4633148,3796102,-2990512,-4078332,3621208,-64131,4421311,-7916693,8388607,contraccion
1759632531.4634244,4185796,-2961929,-4194845,3582116,-227731,4195273,-8183995,8388607,contraccion
1759632531.4635365,4007097,-2923186,-4201251,3634337,-221537,4164654,-8212759,8388607,contraccion
1759632531.4636457,3586640,-2859379,-4117004,3744311,-86668,4273264,-8071914,8388607,contraccion
1759632531.5224135,3117012,-2744356,-3971776,3870350,140230,4470424,-7824333,8388607,contraccion
1759632531.522523,3679374,-2602923,-4017985,3825936,66584,4312916,-8012752,8388607,contraccion
1759632531.522631,4165369,-2549366,-4099806,3805147,-67455,4120543,-8245911,8388607,contraccion
1759632531.522739,4044970,-2502039,-4089799,3863036,-45781,4107539,-8246352,8388607,contraccion
1759632531.5228472,3650783,-2447834,-4009441,3962689,87600,4216319,-8097278,8388607,contraccion
1759632531.522955,3200965,-2350971,-3877992,4072776,304532,4405375,-7854966,8388607,contraccion
1759632531.5230632,3777206,-2218397,-3927228,4016265,226004,4249131,-8046439,8388607,contraccion
1759632531.5231712,4284035,-2161478,-3997517,3995280,100704,4073124,-8266816,8388607,contraccion
1759632531.5232794,4201009,-2095990,-3963059,4069834,144116,4088054,-8241628,8388607,contraccion
1759632531.5233877,3841976,-2016892,-3851212,4195209,306001,4230117,-8063504,8388607,contraccion
1759632531.5234957,3441379,-1891433,-3684869,4336584,552190,4454141,-7789862,8388607,contraccion
1759632531.5236034,4088918,-1735912,-3710335,4299710,484058,4323136,-7954830,8388607,contraccion
1759632531.5237117,4674595,-1662027,-3761517,4291332,367617,4170172,-8157013,8388607,contraccion
1759632531.5238209,4685786,-1571826,-3697523,4391019,431513,4215642,-8115786,8388607,contraccion
1759632531.5239294,4343380,-1519974,-3600197,4506086,575224,4349419,-7960814,8388607,contraccion
1759632531.5826297,3901985,-1454179,-3477179,4614048,776616,4536058,-7731849,8388607,contraccion
1759632531.5827382,4676092,-1258301,-3472157,4605128,728072,4420781,-7865337,8388607,contraccion
1759632531.582846,5341731,-1161314,-3491227,4622778,627554,4287554,-8030594,8388607,contraccion
1759632531.582954,5214844,-1132304,-3452693,4691092,631994,4310626,-8018907,8388607,contraccion
1759632531.583063,4559988,-1139947,-3341257,4797184,714379,4447432,-7885372,8388607,contraccion
1759632531.583171,3656012,-1096253,-3162477,4927501,872478,4676579,-7653926,8388607,contraccion
1759632531.583279,4178016,-815695,-3135531,4883097,782033,4572966,-7761337,8388607,contraccion
1759632531.5833871,4739703,-675060,-3160484,4731172,630424,4404184,-7935554,8388607,contraccion
1759632531.5834954,4618871,-705131,-3115864,4558914,593931,4369337,-7972998,8388607,contraccion
1759632531.5836043,4618760,-674934,-3048883,4528658,627043,4403916,-7939455,8388607,contraccion
1759632531.5837126,4685346,-609089,-2983089,4585146,692340,4469967,-7873602,8388607,contraccion
1759632531.5838244,4687133,-605852,-2983887,4583913,694351,4474078,-7871117,8388607,contraccion
1759632531.5839334,4680643,-610405,-2992692,4574750,688570,4470591,-7876521,8388607,contraccion
1759632531.5840418,4672710,-617029,-3003740,4563020,680324,4464527,-7884444,8388607,contraccion
1759632531.5841506,4662800,-626085,-3017407,4548483,669215,4455554,-7895197,8388607,contraccion
1759632531.6429973,4652148,-636142,-3032307,4532551,656730,4445224,-7907329,8388607,contraccion
1759632531.6431067,4644906,-641782,-3042406,4521775,649474,4440194,-7914204,8388607,contraccion
1759632531.643215,4639086,-645565,-3050532,4513113,644258,4437209,-7919043,8388607,contraccion
1759632531.6433232,4631476,-651773,-3061322,4501577,636158,4431289,-7926849,8388607,contraccion
1759632531.6434314,4621737,-660599,-3074911,4487021,625004,4422261,-7937719,8388607,contraccion
1759632531.6435404,4611294,-670542,-3089798,4471006,612436,4411861,-7950096,8388607,contraccion
1759632531.6436489,4604403,-675747,-3099566,4460488,605522,4407148,-7956778,8388607,contraccion
1759632531.6437569,4598950,-679115,-3107382,4452117,600751,4404549,-7961349,8388607,contraccion
1759632531.6438646,4591406,-685232,-3118226,4440558,592711,4398618,-7969307,8388607,contraccion
1759632531.6439726,4581591,-694216,-3132031,4425732,581314,4389323,-7980551,8388607,contraccion
1759632531.6440809,4571078,-704282,-3147048,4409587,568436,4378581,-7993255,8388607,contraccion
1759632531.6441886,4564249,-709329,-3156529,4399502,561639,4373968,-7999762,8388607,contraccion
1759632531.6442974,4558989,-712439,-3163752,4391712,557229,4371669,-8003879,8388607,contraccion
1759632531.6444151,4551522,-718434,-3174143,4380523,549380,4365861,-8011517,8388607,contraccion
1759632531.6445243,4541630,-727522,-3187869,4365786,537899,4356499,-8022858,8388607,contraccion
1759632531.7026222,4531034,-737708,-3202854,4349667,524928,4345641,-8035692,8388607,contraccion
1759632531.7027454,4524168,-742600,-3212118,4339878,518385,4341249,-8041982,8388607,contraccion
1759632531.7028537,4518910,-745441,-3219218,4332308,514136,4339149,-8045847,8388607,contraccion
1759632531.702962,4511498,-751318,-3229588,4321139,506242,4333357,-8053435,8388607,contraccion
1759632531.70307,4501645,-760384,-3243381,4306321,494548,4323839,-8064893,8388607,contraccion
1759632531.7031782,4491168,-770497,-3258612,4289964,481406,4312769,-8078025,8388607,contraccion
1759632531.7032907,4484577,-775112,-3267763,4280117,474991,4308517,-8084276,8388607,contraccion
1759632531.7033982,4479481,-777807,-3274806,4272629,470921,4306533,-8088132,8388607,contraccion
1759632531.7035062,4472094,-783697,-3285394,4261391,463031,4300659,-8095951,8388607,contraccion
1759632531.7036169,4462125,-792856,-3299618,4246285,451260,4290846,-8107676,8388607,contraccion
1759632531.703725,4451454,-803137,-3315130,4229759,437964,4279474,-8120930,8388607,contraccion
1759632531.7038336,4444839,-807769,-3324078,4220193,431701,4275267,-8126887,8388607,contraccion
1759632531.7039423,4439903,-810366,-3330791,4212956,427846,4273505,-8130443,8388607,contraccion
1759632531.7040508,4432739,-816062,-3341074,4201899,420019,4267873,-8138066,8388607,contraccion
1759632531.7041593,4422917,-825169,-3355167,4186831,408173,4258141,-8149772,8388607,contraccion
1759632531.7629342,4412302,-835463,-3370646,4170228,394743,4246681,-8163307,8388607,contraccion
1759632531.7630467,4405340,-840434,-3380046,4160174,388040,4242099,-8166610,8388607,contraccion
1759632531.7631562,4399649,-843678,-3387521,4152197,383445,4239651,-8160094,8388607,contraccion
1759632531.7632644,4392130,-849713,-3398000,4140962,375395,4233755,-8164649,8388607,contraccion
1759632531.7633743,4381538,-859534,-3412677,4125321,362835,4223329,-8172078,8388607,contraccion
1759632531.763483,4369864,-870848,-3429172,4107666,348234,4210814,-8173330,8388607,contraccion
1759632531.7635922,4362392,-876342,-3439081,4097172,340964,4205753,-8165987,8388607,contraccion
1759632531.7637005,4356878,-879369,-3446277,4089491,336577,4203549,-8158919,8388607,contraccion
1759632531.7638092,4349398,-885250,-3456624,4078433,328686,4197685,-8164902,8388607,contraccion
1759632531.763917,4338800,-895112,-3471206,4062918,316104,4187080,-8171772,8388607,contraccion
1759632531.7640247,4327156,-906483,-3487612,4045362,301550,4174449,-8173019,8388607,contraccion
1759632531.7641332,4319733,-911992,-3497432,4034920,294370,4169293,-8165753,8388607,contraccion
1759632531.7642417,4314271,-915061,-3504664,4027234,290006,4166948,-8158539,8388607,contraccion
1759632531.764351,4306848,-921018,-3515004,4016203,282100,4161064,-8164349,8388607,contraccion
1759632531.7644713,4296265,-930891,-3529530,4000699,269497,4150536,-8170919,8388607,contraccion
1759632531.8231826,4284641,-942217,-3545870,3983324,254911,4138023,-8172139,8388607,contraccion
1759632531.8232973,4277188,-947651,-3555624,3973164,247823,4133025,-8164899,8388607,contraccion
1759632531.823406,4271671,-950699,-3562782,3965723,243538,4130763,-8157892,8388607,contraccion
1759632531.8235154,4264167,-956616,-3573296,3954614,235409,4124730,-8164002,8388607,contraccion
1759632531.8236237,4253537,-966422,-3588104,3938919,222537,4113993,-8170124,8388607,contraccion
1759632531.8237324,4241971,-977653,-3604584,3921374,207900,4101386,-8171112,8388607,contraccion
1759632531.823841,4234630,-982956,-3614387,3911086,200885,4096428,-8163767,8388607,contraccion
1759632531.8239536,4229264,-985884,-3621542,3903614,196749,4094347,-8156670,8388607,contraccion
1759632531.8240614,4221951,-991696,-3631921,3892587,188816,4088487,-8162661,8388607,contraccion
1759632531.8241694,4211446,-1001529,-3646707,3876913,176072,4077791,-8169037,8388607,contraccion
1759632531.824278,4199851,-1012799,-3663120,3859445,161470,4065123,-8170179,8388607,contraccion
1759632531.824394,4192425,-1018142,-3672858,3849242,154318,4060021,-8162854,8388607,contraccion
1759632531.8245032,4186968,-1021139,-3679959,3841803,150009,4057839,-8156082,8388607,contraccion
1759632531.8246124,4179485,-1027019,-3690295,3830859,141996,4051953,-8162305,8388607,contraccion
1759632531.8247209,4168878,-1036835,-3705035,3815273,129198,4041264,-8168451,8388607,contraccion
1759632531.8248303,4157430,-1048031,-3721308,3798024,114741,4028835,-8169527,8388607,contraccion
1759632531.8830736,4150177,-1053286,-3730943,3787967,107720,4023928,-8162151,8388607,contraccion
1759632531.8831837,4144714,-1056262,-3737876,3780679,103452,4021776,-8154755,8388607,contraccion
1759632531.8832922,4137238,-1062099,-3748048,3769922,95559,4015870,-8160585,8388607,contraccion
1759632531.883401,4126603,-1071938,-3762671,3754471,82833,4005204,-8168066,8388607,relajacion
1759632531.883509,4115082,-1083116,-3778842,3737298,68231,3992718,-8169574,8388607,relajacion
1759632531.883617,4107745,-1088339,-3788306,3727399,61303,3987826,-8162317,8388607,relajacion
1759632531.8837297,4102177,-1091364,-3795402,3719968,56956,3985469,-8154046,8388607,relajacion
1759632531.883839,4094863,-1097138,-3805565,3709074,49004,3979622,-8158904,8388607,relajacion
1759632531.8839474,4084389,-1106875,-3820139,3693494,36283,3969083,-8166580,8388607,relajacion
1759632531.8840556,4072913,-1118091,-3836350,3676182,21810,3956513,-8168028,8388607,relajacion
1759632531.884164,4065652,-1123306,-3845776,3666337,14971,3951613,-8160692,8388607,relajacion
1759632531.8842728,4060156,-1126297,-3852741,3659013,10640,3949356,-8153344,8388607,relajacion
1759632531.8843894,4052845,-1132099,-3862947,3648261,2691,3943459,-8159131,8388607,relajacion
1759632531.8845005,4042444,-1141799,-3877499,3632883,-9946,3932829,-8166187,8388607,relajacion
1759632531.8846087,4030996,-1152841,-3893607,3615734,-24422,3920406,-8167444,8388607,relajacion
1759632531.943359,4023704,-1157950,-3903023,3605934,-31330,3915623,-8160042,8388607,relajacion
1759632531.943469,4018201,-1160916,-3910068,3598609,-35652,3913357,-8152992,8388607,relajacion
1759632531.9435775,4010806,-1166775,-3920375,3587659,-43705,3907325,-8159014,8388607,relajacion
1759632531.943685,4000306,-1176534,-3934989,3572122,-56420,3896616,-8165274,8388607,relajacion
1759632531.943793,3988894,-1187593,-3951144,3554866,-70881,3884114,-8166365,8388607,relajacion
1759632531.9439054,3981644,-1192707,-3960488,3545051,-77780,3879264,-8158994,8388607,relajacion
1759632531.944014,3976166,-1195649,-3967365,3537860,-82060,3877067,-8152154,8388607,relajacion
1759632531.9441223,3968793,-1201516,-3977506,3527018,-90022,3871145,-8158322,8388607,relajacion
1759632531.9442303,3958384,-1211236,-3991957,3511643,-102649,3860529,-8164499,8388607,relajacion
1759632531.9443393,3947077,-1222232,-4007980,3494621,-117051,3848116,-8165490,8388607,relajacion
1759632531.944456,3939835,-1227434,-4017354,3484910,-124034,3843243,-8158113,8388607,relajacion
1759632531.9445655,3934303,-1230514,-4024417,3477671,-128412,3840946,-8151340,8388607,relajacion
1759632531.944675,3926804,-1236461,-4034696,3466813,-136493,3834904,-8157645,8388607,relajacion
1759632531.944784,3916328,-1246141,-4049309,3451397,-149279,3824179,-8164184,8388607,relajacion
1759632531.9448924,3905049,-1257046,-4065239,3434429,-163650,3811790,-8165230,8388607,relajacion
1759632532.0036285,3897813,-1262142,-4074491,3424783,-170524,3806988,-8157900,8388607,relajacion
1759632532.0037365,3892403,-1265130,-4081521,3417526,-174836,3804709,-8150844,8388607,relajacion
1759632532.003845,3885066,-1270907,-4091782,3406678,-182806,3798779,-8156913,8388607,relajacion
1759632532.0039537,3874651,-1280553,-4106312,3391336,-195495,3788170,-8163440,8388607,relajacion
1759632532.0040617,3863384,-1291502,-4122261,3374371,-209850,3775782,-8164474,8388607,relajacion
1759632532.0041702,3856079,-1296694,-4131671,3364584,-216847,3770838,-8157281,8388607,relajacion
1759632532.004278,3850492,-1299799,-4138741,3357260,-221357,3768408,-8150194,8388607,relajacion
1759632532.0043948,3843130,-1305656,-4148948,3346393,-229381,3762341,-8156187,8388607,relajacion
1759632532.0045035,3832817,-1315372,-4163426,3330994,-241953,3751681,-8162764,8388607,relajacion
1759632532.0046115,3821732,-1326196,-4179196,3314114,-256117,3739454,-8163652,8388607,relajacion
1759632532.0047202,3814618,-1331217,-4188332,3304520,-262929,3734696,-8156312,8388607,relajacion
1759632532.0048292,3809111,-1334182,-4195327,3297304,-267412,3732303,-8149523,8388607,relajacion
1759632532.0049386,3801738,-1340020,-4205635,3286475,-275548,3726222,-8155691,8388607,relajacion
1759632532.0050478,3791276,-1349793,-4220249,3271019,-288338,3715461,-8161683,8388607,relajacion
1759632532.0051568,3780128,-1360719,-4236086,3254137,-302559,3703193,-8162475,8388607,relajacion
1759632532.0638757,3772951,-1365854,-4245356,3244368,-309421,3698377,-8155158,8388607,relajacion
1759632532.0639844,3767426,-1368969,-4252318,3237044,-313852,3695916,-8148580,8388607,relajacion
1759632532.0640929,3760096,-1374843,-4262497,3226313,-321866,3689958,-8154797,8388607,relajacion
1759632532.0642052,3749709,-1384588,-4277011,3210991,-334568,3679318,-8161036,8388607,relajacion
1759632532.064314,3738589,-1395402,-4292710,3194280,-348726,3667183,-8161937,8388607,relajacion
1759632532.0644455,3731479,-1400496,-4301878,3184731,-355581,3662441,-8154686,8388607,relajacion
1759632532.0645547,3725898,-1403691,-4308959,3177355,-360192,3659879,-8148029,8388607,relajacion
1759632532.064663,3718454,-1409614,-4319059,3166543,-368300,3653761,-8154071,8388607,relajacion
1759632532.0647714,3708031,-1419314,-4333463,3151233,-381031,3643095,-8159667,8388607,relajacion
1759632532.0648794,3696877,-1430031,-4349199,3134535,-395172,3631013,-8160367,8388607,relajacion
1759632532.064988,3689762,-1435017,-4358286,3125011,-401942,3626372,-8152986,8388607,relajacion
1759632532.0650966,3684247,-1438125,-4365227,3117802,-406348,3623991,-8146894,8388607,relajacion
1759632532.065206,3676784,-1444044,-4375346,3107085,-414337,3617955,-8153358,8388607,relajacion
1759632532.0653148,3666336,-1453776,-4389829,3091731,-427039,3607269,-8158960,8388607,relajacion
1759632532.0654235,3655143,-1464669,-4405663,3075001,-441172,3595021,-8159760,8388607,relajacion
1759632532.1242523,3648051,-1469787,-4414866,3065406,-447941,3590253,-8152492,8388607,relajacion
1759632532.1243677,3642621,-1472937,-4421982,3058046,-452429,3587811,-8146324,8388607,relajacion
