trial_id,start_time,end_time,label
1,1764094760.5467942,1764094762.5468585,apoyo
1,1764094762.546897,1764094764.5469632,oscilacion
2,1764094766.5492659,1764094768.5493286,apoyo
2,1764094768.549472,1764094770.5495372,oscilacion
3,1764094772.5518353,1764094774.5518992,apoyo
3,1764094774.5520399,1764094776.5521064,oscilacion
4,1764094778.554513,1764094780.5545752,apoyo
4,1764094780.554706,1764094782.5547674,oscilacion
5,1764094784.5571158,1764094786.5571768,apoyo
5,1764094786.5572867,1764094788.5573351,oscilacion
6,1764094790.5596368,1764094792.5596993,apoyo
6,1764094792.5598164,1764094794.5598576,oscilacion
7,1764094796.562193,1764094798.5622563,apoyo
7,1764094798.5623932,1764094800.5624492,oscilacion
8,1764094802.5648327,1764094804.564898,apoyo
8,1764094804.5650182,1764094806.5650752,oscilacion
9,1764094808.5674152,1764094810.567476,apoyo
9,1764094810.5676076,1764094812.567668,oscilacion
10,1764094814.5700698,1764094816.5701191,apoyo
10,1764094816.5702243,1764094818.570284,oscilacion
