timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1760496018.399636,-8388608,-167142,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.3997836,-8388608,115953,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.3999043,-8388608,-303464,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.400021,-8388608,-533366,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.400137,-8388608,-451901,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4002683,-8388608,-164463,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.400389,-8388608,115476,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4005108,-8388608,-306093,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4006293,-8388608,-533114,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4007616,-8388608,-450956,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4008763,-8388608,-161477,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4009898,-8388608,114749,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4011056,-8388608,-309164,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4012241,-8388608,-532991,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4013386,-8388608,-450312,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4597452,-8388608,-158775,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.459873,-8388608,114208,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4599962,-8388608,-312112,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4601202,-8388608,-532765,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4602537,-8388608,-449601,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4603622,-8388608,-156196,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4604697,-8388608,113669,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4605768,-8388608,-314858,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4606848,-8388608,-532344,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4607925,-8388608,-448626,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4608998,-8388608,-153222,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4610078,-8388608,113326,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4611168,-8388608,-317604,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4612248,-8388608,-532103,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.4613328,-8388608,-447837,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5190864,-8388608,-150531,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5191946,-8388608,112703,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5193017,-8388608,-320201,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.51941,-8388608,-531817,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.519518,-8388608,-447024,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5196252,-8388608,-147767,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5197327,-8388608,112171,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.51984,-8388608,-322739,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5199475,-8388608,-531228,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5200589,-8388608,-445939,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5201664,-8388608,-144706,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5202844,-8388608,111698,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.520393,-8388608,-325292,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5205011,-8388608,-530821,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5206094,-8388608,-444990,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5788858,-8388608,-141959,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5789936,-8388608,110841,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5791004,-8388608,-327984,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5792074,-8388608,-530506,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5793147,-8388608,-444169,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5794215,-8388608,-139211,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5795276,-8388608,110599,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5796342,-8388608,-330357,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5797415,-8388608,-530046,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5798483,-8388608,-443121,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5799553,-8388608,-136396,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5800624,-8388608,109939,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5801754,-8388608,-332817,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5802836,-8388608,-529645,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.5803926,-8388608,-442291,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.6391635,-8388608,-133754,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.6392713,-8388608,109114,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.639378,-8388608,-335532,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.6394851,-8388608,-529422,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.639593,-8388608,-441499,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496018.6397016,-8388608,-130962,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
