timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1760496401.725912,-8388608,-322906,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7260578,-8388608,-334677,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7261868,-8388608,-237584,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7263033,-8388608,-257366,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.72642,-8388608,-303876,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7265365,-8388608,-323489,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7266526,-8388608,-333762,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7267742,-8388608,-236582,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7268922,-8388608,-258421,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.727009,-8388608,-304103,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7271242,-8388608,-323936,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7272391,-8388608,-332993,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7273803,-8388608,-235797,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7274952,-8388608,-259012,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7276096,-8388608,-303902,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.786073,-8388608,-324404,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7862027,-8388608,-332259,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7863278,-8388608,-234737,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7864525,-8388608,-260101,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7865763,-8388608,-303954,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7866857,-8388608,-324491,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7867935,-8388608,-330470,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7869017,-8388608,-233737,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7870097,-8388608,-260803,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7871182,-8388608,-303941,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7872262,-8388608,-325374,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7873347,-8388608,-330348,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7874439,-8388608,-233205,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7875543,-8388608,-261842,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.7876627,-8388608,-304108,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8454287,-8388608,-325746,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.845538,-8388608,-329172,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8456507,-8388608,-232366,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8457592,-8388608,-262615,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8458676,-8388608,-303691,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8459747,-8388608,-326182,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8460839,-8388608,-328607,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8461914,-8388608,-231944,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8462996,-8388608,-263907,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.8464077,-8388608,-304111,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.846515,-8388608,-326475,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.846624,-8388608,-324341,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.846742,-8388608,-232871,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.846851,-8388608,-273997,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.84696,-8388608,-308904,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9052274,-8388608,-322576,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9053357,-8388608,-306961,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9054427,-8388608,-232299,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9055502,-8388608,-281808,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.905659,-8388608,-311030,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9057662,-8388608,-322238,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.905873,-8388608,-303437,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9059803,-8388608,-232495,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.906088,-8388608,-283847,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9061952,-8388608,-311277,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9063022,-8388608,-322096,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9064102,-8388608,-301369,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9065194,-8388608,-232359,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9066281,-8388608,-285221,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9067364,-8388608,-311274,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9655263,-8388608,-322398,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9656343,-8388608,-300104,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9657419,-8388608,-234257,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.965849,-8388608,-290670,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9659562,-8388608,-312362,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9660654,-8388608,-315971,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9661722,-8388608,-288614,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9662905,-8388608,-241348,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9663992,-8388608,-296120,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9665067,-8388608,-312839,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.966614,-8388608,-315837,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9667215,-8388608,-287202,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9668305,-8388608,-242834,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.966939,-8388608,-297815,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496401.9670508,-8388608,-312967,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0259566,-8388608,-315166,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.026074,-8388608,-284966,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.026183,-8388608,-243194,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0262911,-8388608,-298159,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0263991,-8388608,-311923,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0265064,-8388608,-314309,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0266137,-8388608,-283299,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0267208,-8388608,-243488,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0268278,-8388608,-299771,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.026936,-8388608,-312474,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0270433,-8388608,-314101,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
1760496402.0271516,-8388608,-281679,-8388608,-8388608,-8388608,-8388608,-8388608,8388607
