timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1764115902.2678642,-8388608,16584,-8388608,68456,-8388608,-104369,-8388608,392139
1764115902.268011,-8388608,18126,-8388608,69399,-8388608,-103564,-8388608,394914
1764115902.2681322,-8388608,18554,-8388608,69686,-8388608,-101924,-8388608,396631
1764115902.2682483,-8388608,18669,-8388608,69931,-8388608,-101767,-8388608,399719
1764115902.2683637,-8388608,18353,-8388608,70544,-8388608,-103007,-8388608,403419
1764115902.2684784,-8388608,17708,-8388608,72446,-8388608,-103451,-8388608,406294
1764115902.268594,-8388608,19514,-8388608,74104,-8388608,-104036,-8388608,407909
1764115902.2687135,-8388608,20704,-8388608,71694,-8388608,-101448,-8388608,410191
1764115902.2688446,-8388608,20417,-8388608,68309,-8388608,-98021,-8388608,413112
1764115902.2689717,-8388608,19504,-8388608,67907,-8388608,-99120,-8388608,416174
1764115902.2690864,-8388608,18370,-8388608,69671,-8388608,-103491,-8388608,418272
1764115902.269201,-8388608,18829,-8388608,70118,-8388608,-101753,-8388608,422002
1764115902.2693188,-8388608,20548,-8388608,69836,-8388608,-101026,-8388608,424585
1764115902.2694325,-8388608,19091,-8388608,69461,-8388608,-99284,-8388608,427499
1764115902.269545,-8388608,18248,-8388608,69511,-8388608,-99766,-8388608,430466
1764115902.3266335,-8388608,19191,-8388608,70342,-8388608,-101621,-8388608,433165
1764115902.326761,-8388608,19978,-8388608,70394,-8388608,-102390,-8388608,434913
1764115902.3268843,-8388608,20468,-8388608,70411,-8388608,-101728,-8388608,436383
1764115902.3270068,-8388608,21966,-8388608,70363,-8388608,-102216,-8388608,439666
1764115902.327129,-8388608,18527,-8388608,69851,-8388608,-101967,-8388608,442031
1764115902.327237,-8388608,16361,-8388608,69052,-8388608,-101717,-8388608,443650
1764115902.3273447,-8388608,17448,-8388608,69183,-8388608,-100597,-8388608,446131
1764115902.3274515,-8388608,18870,-8388608,71163,-8388608,-99897,-8388608,448579
1764115902.3275585,-8388608,19455,-8388608,69778,-8388608,-99751,-8388608,450679
1764115902.3276656,-8388608,18332,-8388608,68437,-8388608,-101195,-8388608,453765
1764115902.3277729,-8388608,16745,-8388608,67885,-8388608,-100806,-8388608,455824
1764115902.3278809,-8388608,16640,-8388608,67108,-8388608,-97909,-8388608,457627
1764115902.3279881,-8388608,18770,-8388608,69063,-8388608,-101599,-8388608,460202
1764115902.3280962,-8388608,19153,-8388608,69233,-8388608,-101524,-8388608,461353
1764115902.3282049,-8388608,17620,-8388608,68759,-8388608,-100359,-8388608,463209
1764115902.3855019,-8388608,17529,-8388608,68839,-8388608,-100674,-8388608,465833
1764115902.385609,-8388608,18651,-8388608,69940,-8388608,-100405,-8388608,468506
1764115902.3857162,-8388608,20124,-8388608,70687,-8388608,-99838,-8388608,471569
1764115902.3858232,-8388608,20830,-8388608,71019,-8388608,-99557,-8388608,474011
1764115902.38593,-8388608,19597,-8388608,70701,-8388608,-99967,-8388608,475889
1764115902.3860366,-8388608,17059,-8388608,70363,-8388608,-100315,-8388608,478210
1764115902.3861434,-8388608,18623,-8388608,71375,-8388608,-101059,-8388608,481274
1764115902.3862607,-8388608,19387,-8388608,71760,-8388608,-101890,-8388608,483941
1764115902.3863678,-8388608,18857,-8388608,72007,-8388608,-102903,-8388608,486798
1764115902.3864741,-8388608,17434,-8388608,71256,-8388608,-103120,-8388608,488417
1764115902.3865814,-8388608,16614,-8388608,70865,-8388608,-103217,-8388608,490426
1764115902.3866892,-8388608,18213,-8388608,70676,-8388608,-101579,-8388608,491969
1764115902.3867974,-8388608,16736,-8388608,69504,-8388608,-97086,-8388608,492967
1764115902.386904,-8388608,16870,-8388608,70090,-8388608,-98854,-8388608,495471
1764115902.3870108,-8388608,17153,-8388608,70359,-8388608,-101048,-8388608,498570
1764115902.445717,-8388608,17483,-8388608,71259,-8388608,-103051,-8388608,501265
1764115902.4458253,-8388608,18996,-8388608,71595,-8388608,-103024,-8388608,503042
1764115902.445934,-8388608,19456,-8388608,71959,-8388608,-101097,-8388608,505683
1764115902.4460418,-8388608,19029,-8388608,72096,-8388608,-100739,-8388608,507681
1764115902.4461496,-8388608,17546,-8388608,70312,-8388608,-102045,-8388608,509184
1764115902.4462578,-8388608,17769,-8388608,70219,-8388608,-103416,-8388608,511436
1764115902.4463658,-8388608,18321,-8388608,70821,-8388608,-102317,-8388608,513078
1764115902.4464738,-8388608,18843,-8388608,72478,-8388608,-103012,-8388608,514194
1764115902.446582,-8388608,18564,-8388608,72151,-8388608,-103209,-8388608,516337
1764115902.4466894,-8388608,17333,-8388608,70074,-8388608,-103391,-8388608,518334
1764115902.446796,-8388608,18325,-8388608,69174,-8388608,-103431,-8388608,520760
1764115902.4469035,-8388608,21106,-8388608,70281,-8388608,-102417,-8388608,523203
1764115902.4470115,-8388608,19947,-8388608,70290,-8388608,-100697,-8388608,525107
1764115902.4471188,-8388608,18668,-8388608,68363,-8388608,-101739,-8388608,527189
1764115902.447226,-8388608,13934,-8388608,67012,-8388608,-102481,-8388608,528726
1764115902.5060043,-8388608,14498,-8388608,67673,-8388608,-103741,-8388608,529488
1764115902.506112,-8388608,16869,-8388608,68373,-8388608,-103782,-8388608,531804
1764115902.5062196,-8388608,17753,-8388608,68359,-8388608,-102329,-8388608,534833
1764115902.5063276,-8388608,16951,-8388608,67886,-8388608,-102396,-8388608,537182
1764115902.5064352,-8388608,15587,-8388608,67336,-8388608,-103411,-8388608,539389
1764115902.506557,-8388608,15151,-8388608,67043,-8388608,-103272,-8388608,541112
1764115902.506664,-8388608,16191,-8388608,67538,-8388608,-102072,-8388608,542379
1764115902.5067723,-8388608,17804,-8388608,68464,-8388608,-101619,-8388608,544554
1764115902.5068808,-8388608,18283,-8388608,68963,-8388608,-104166,-8388608,545559
1764115902.5069883,-8388608,17218,-8388608,68323,-8388608,-104496,-8388608,548163
1764115902.5070958,-8388608,16630,-8388608,67853,-8388608,-102744,-8388608,550449
1764115902.5072036,-8388608,18098,-8388608,69492,-8388608,-104534,-8388608,553009
