trial_id,start_time,end_time,label
1,1764095743.8903222,1764095745.8903859,apoyo
1,1764095745.8905182,1764095747.890581,oscilacion
2,1764095749.8928745,1764095751.8928978,apoyo
2,1764095751.893026,1764095753.8930929,oscilacion
3,1764095755.8954585,1764095757.8955216,apoyo
3,1764095757.8956664,1764095759.895732,oscilacion
4,1764095761.8981235,1764095763.898187,apoyo
4,1764095763.898318,1764095765.8983812,oscilacion
5,1764095767.900786,1764095769.900849,apoyo
5,1764095769.9009845,1764095771.901048,oscilacion
6,1764095773.9034564,1764095775.9035215,apoyo
6,1764095775.9036822,1764095777.9037457,oscilacion
7,1764095779.9061508,1764095781.9062192,apoyo
7,1764095781.9063745,1764095783.9064398,oscilacion
8,1764095785.9087803,1764095787.908847,apoyo
8,1764095787.9089978,1764095789.9090636,oscilacion
9,1764095791.9113355,1764095793.911407,apoyo
9,1764095793.9115853,1764095795.9116564,oscilacion
10,1764095797.9139025,1764095799.9139664,apoyo
10,1764095799.914102,1764095801.9141655,oscilacion
