timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1764948206.4052079,-8388608,3159,-8388608,435963,-8388608,131856,-8388608,-4692632
1764948206.4053543,-8388608,3502,-8388608,436078,-8388608,131327,-8388608,-4691734
1764948206.405476,-8388608,3534,-8388608,436272,-8388608,131159,-8388608,-4690942
1764948206.4055927,-8388608,3469,-8388608,436224,-8388608,131871,-8388608,-4690071
1764948206.4057095,-8388608,3744,-8388608,436280,-8388608,132407,-8388608,-4691014
1764948206.4058251,-8388608,4056,-8388608,436433,-8388608,132218,-8388608,-4691922
1764948206.4059405,-8388608,4186,-8388608,436259,-8388608,131954,-8388608,-4691771
1764948206.4060683,-8388608,4186,-8388608,436128,-8388608,131904,-8388608,-4691743
1764948206.4061909,-8388608,4442,-8388608,436080,-8388608,131988,-8388608,-4693492
1764948206.4063146,-8388608,4150,-8388608,435777,-8388608,132686,-8388608,-4694245
1764948206.4064293,-8388608,4081,-8388608,436172,-8388608,132800,-8388608,-4694689
1764948206.406543,-8388608,4329,-8388608,436403,-8388608,132336,-8388608,-4696350
1764948206.4066584,-8388608,4339,-8388608,436133,-8388608,132096,-8388608,-4697736
1764948206.4067724,-8388608,4301,-8388608,436086,-8388608,132148,-8388608,-4699004
1764948206.4068856,-8388608,4269,-8388608,436082,-8388608,132184,-8388608,-4700077
1764948206.4631166,-8388608,4218,-8388608,435928,-8388608,131954,-8388608,-4699784
1764948206.4632435,-8388608,4328,-8388608,436063,-8388608,131126,-8388608,-4700479
1764948206.4633682,-8388608,4394,-8388608,436016,-8388608,130472,-8388608,-4701949
1764948206.4634917,-8388608,4413,-8388608,435625,-8388608,130755,-8388608,-4702586
1764948206.4636137,-8388608,4558,-8388608,435509,-8388608,131219,-8388608,-4703099
1764948206.4637222,-8388608,4568,-8388608,435469,-8388608,131592,-8388608,-4704811
1764948206.46383,-8388608,4758,-8388608,435411,-8388608,131209,-8388608,-4706562
1764948206.463937,-8388608,4859,-8388608,435378,-8388608,130584,-8388608,-4706592
1764948206.464045,-8388608,4876,-8388608,435172,-8388608,131060,-8388608,-4707186
1764948206.4641535,-8388608,5137,-8388608,435203,-8388608,130924,-8388608,-4707781
1764948206.4642725,-8388608,5201,-8388608,434814,-8388608,130913,-8388608,-4707856
1764948206.4643803,-8388608,5018,-8388608,434527,-8388608,131046,-8388608,-4708261
1764948206.4644878,-8388608,5226,-8388608,434329,-8388608,130328,-8388608,-4708359
1764948206.4645958,-8388608,5721,-8388608,434264,-8388608,129436,-8388608,-4708620
1764948206.464703,-8388608,5904,-8388608,433961,-8388608,129474,-8388608,-4708382
1764948206.5077648,-8388608,5844,-8388608,433719,-8388608,129427,-8388608,-4708711
1764948206.5078716,-8388608,5839,-8388608,433567,-8388608,128637,-8388608,-4708299
1764948206.5079782,-8388608,5511,-8388608,433311,-8388608,127803,-8388608,-4707889
1764948206.5080862,-8388608,5758,-8388608,432944,-8388608,127581,-8388608,-4707489
1764948206.508194,-8388608,5783,-8388608,432544,-8388608,127442,-8388608,-4706254
1764948206.508301,-8388608,6318,-8388608,432377,-8388608,127042,-8388608,-4706471
1764948206.5084085,-8388608,6609,-8388608,432209,-8388608,126161,-8388608,-4706566
1764948206.5085158,-8388608,5524,-8388608,431787,-8388608,125184,-8388608,-4706139
1764948206.523894,-8388608,5436,-8388608,431563,-8388608,125113,-8388608,-4705351
1764948206.581292,-8388608,5796,-8388608,431424,-8388608,125539,-8388608,-4705127
1764948206.5814145,-8388608,5994,-8388608,431965,-8388608,124674,-8388608,-4704859
1764948206.5815232,-8388608,6187,-8388608,432179,-8388608,123622,-8388608,-4705636
1764948206.58163,-8388608,6854,-8388608,431996,-8388608,122303,-8388608,-4705914
1764948206.581737,-8388608,6809,-8388608,431781,-8388608,122013,-8388608,-4705103
1764948206.5818436,-8388608,6958,-8388608,431520,-8388608,122303,-8388608,-4704932
1764948206.5819511,-8388608,6987,-8388608,431396,-8388608,121223,-8388608,-4704859
1764948206.582065,-8388608,6681,-8388608,430811,-8388608,120473,-8388608,-4705204
1764948206.5821736,-8388608,6595,-8388608,430370,-8388608,119853,-8388608,-4705335
1764948206.58228,-8388608,6423,-8388608,429971,-8388608,120286,-8388608,-4705468
1764948206.5823867,-8388608,6522,-8388608,429785,-8388608,120056,-8388608,-4706126
1764948206.5824943,-8388608,6798,-8388608,429694,-8388608,118649,-8388608,-4706439
1764948206.582601,-8388608,6661,-8388608,429229,-8388608,118588,-8388608,-4706232
1764948206.5827076,-8388608,6621,-8388608,428745,-8388608,118943,-8388608,-4706846
1764948206.5828154,-8388608,6387,-8388608,427991,-8388608,119136,-8388608,-4707533
