trial_id,start_time,end_time,label
1,1764116093.7536047,1764116095.7536666,apoyo
1,1764116095.7537894,1764116097.7538555,oscilacion
2,1764116099.7560785,1764116101.7561414,apoyo
2,1764116101.7562695,1764116103.7563381,oscilacion
3,1764116105.7587347,1764116107.7587965,apoyo
3,1764116107.7589457,1764116109.759013,oscilacion
4,1764116111.7611265,1764116113.7611876,apoyo
4,1764116113.7612185,1764116115.7612858,oscilacion
5,1764116117.7633998,1764116119.7634676,apoyo
5,1764116119.7635067,1764116121.76357,oscilacion
6,1764116123.766019,1764116125.766084,apoyo
6,1764116125.7661166,1764116127.7661803,oscilacion
7,1764116129.7684226,1764116131.7684853,apoyo
7,1764116131.7685165,1764116133.7685797,oscilacion
8,1764116135.7707264,1764116137.7707887,apoyo
8,1764116137.7708147,1764116139.7708776,oscilacion
9,1764116141.7730927,1764116143.7731535,apoyo
9,1764116143.7731826,1764116145.7732418,oscilacion
10,1764116147.7753413,1764116149.7754037,apoyo
10,1764116149.775433,1764116151.7755015,oscilacion
